negword,score
誨淫誨盜,5
混混噩噩,5
火上加油,5
雞犬昇天,7
雞飛狗跳,7
極重難返,7
集矢之的,7
假公營私,5
百舍重趼,5
卜晝卜夜,5
"上無片瓦,下無插針之地",5
厭齏暮鹽,5
飫甘饜肥,3
委肉虎蹊,5
鴻雁哀鳴,5
八卦,5
敗陣,5
包打聽,5
蒙難,3
投膏止火,7
徒擁虛名,5
吐剛茹柔,7
推枯折腐,9
頹垣斷塹,9
吞舟是漏,9
吞聲飲泣,7
託公行私,7
挖耳當招,9
瓦器蚌盤,7
外強中乾,7
外彊中乾,7
剜肉醫瘡,7
玩時愒日,7
亡國大夫,7
亡魂失魄,9
枉口拔舌,7
枉物難消,7
枉墨矯繩,7
望風希指,7
爲非作惡,7
違天害理,9
違條舞法,7
幃薄不修,9
惟利是趨,9
未知萬一,9
文婪武嬉,7
文過遂非,7
問道於盲,7
甕裏醯雞,9
握風捕影,7
無人之地,7
無毛大蟲,7
無功受祿,7
無可柰何,7
無地可容,9
無名小卒,7
無米之炊,7
無私有弊,7
無明業火,7
無服之殤,7
無風作浪,7
無洞掘蟹,7
無家無室,7
無情無緒,7
無間可乘,7
凍傷,7
毒瘤,7
眼暈,5
老好人,3
雷害,5
冷淡,5
例行公事,5
牽就,5
畫無人色,9
慌不擇路,8
聞雷失箸,8
驚心悼膽,8
眼中釘,8
輕嘴薄舌,7
啞口無言,7
指天畫他,7
脣槍舌劍,6
話中有話,7
說三道四,7
徒讀父書,8
言外之意,7
面面相窺,4
面譽背譭,5
明搶暗偷,6
命薄緣慳,6
謀圖不軌,5
目使頤令,7
拿粗挾細,6
撓腮撧耳,6
泥古拘方,5
拈酸潑醋,5
鳥聲獸心,5
囁嚅小兒,5
弄鬼妝幺,5
嘔心抽腸,8
攀高結貴,6
卻步,5
認輸,5
戎首,5
行不副言,5
朽木不可雕,7
掩耳盜鍾,7
說情,5
風雨晦暝,5
膚末支離,5
扶牆摸壁,5
浮花浪蕊,5
負材矜地,7
附會穿鑿,5
附驥攀鱗,7
高高在上,7
隔壁攛椽,5
公報私仇,5
功成骨枯,7
拱手聽命,5
狗心狗行,9
狗追耗子,7
狗盜雞鳴,7
狗續貂尾,5
鐵幕,5
聽信,5
偷襲,7
頭難,7
圖謀,7
土狗子,5
容克地主,5
肉中刺,7
私娼,5
私情,5
訴苦,5
行若狗彘,7
掩耳偷鈴,7
牢獄,5
老臉,5
離格兒,3
長嘆,7
超支,5
沉滄,5
懲治,7
赤黴病,7
鬧意見,5
牛角尖,5
恇怯不前,7
舌撟不下,7
畏敵如虎,7
迷戀骸骨,8
狹路相逢,8
仇人相見，分外眼紅,8
脣焦舌敝,8
婦姑勃谿,7
史弟鬩於牆,7
博土買驢,6
相提並論,7
吹大法螺,8
異端邪說,7
意在言外,6
不知痛癢,5
不值一笑,5
不測之罪,5
不學無識,5
不識泰山,5
操戈同室,5
黯然,5
巴兒狗,3
罷職,5
擺樣子,5
半吊子,5
幫倒忙,5
彩風隨鴉,5
單鵠寡鳧,3
雨淋日炙,5
玉樓赴召,5
優患餘生,5
艱難竭蹶,5
衣食不周,5
紅顏薄命,5
蝨處褌中,5
茫然,3
糜費,3
扁平足,3
變色,3
變種,3
辯難,5
瘭疽,5
別是,5
擯斥,5
冰窖,3
兵亂,7
病篤,7
病粒,5
病原體,7
波濤,3
薄命,7
補正,7
不得已,7
不快,5
不平等條約,7
不穩平衡,5
不旋踵,5
膚粟股慄,9
浮石沉木,5
浮雲蔽日,9
負德孤恩,9
附膚落毛,7
腹有鱗甲,5
幹名採譽,5
膏脣岐舌,7
各人自掃門前雪，莫管他家瓦上霜,5
攻其一點，不及其餘,5
狗拿耗子,7
狗頭鼠腦,7
沽名幹譽,7
響馬,5
宵小,5
小人,5
斜楞,3
燒傷,3
身故,7
生氣,5
失禁,5
失明,5
失時,3
失言,5
氣味,5
面是背非,5
明火執械,7
謬妄無稽,5
目不見睫,7
目指氣使,7
目無餘子,5
暮翠朝紅,5
南郭處士,6
黏皮帶骨,5
鳥驚魚駭,7
弄眉擠眼,5
怕死貪生,5
槃木朽株,6
朋比作奸,7
行徑,5
絮語,5
精神病,3
意氣用事,5
因陋就寡,5
淫言狎語,5
託病,5
拖欠,5
挖牆腳,5
違拗,5
各不相謀,5
焚林而獵,7
親痛仇快,7
如墮五里霧中,3
錯認顏標,5
一物不知,3
甕天之見,7
東扶西例,5
姑妄聽之,5
拳打腳踢,7
租心浮氣,3
一推六二五,5
一朝權在手，便把令來行,5
舉一廢百,5
日中必熭,5
食之無味，棄之可惜,5
襲人故智,5
依流平進,5
勇而無謀,5
冷談,5
束之高閣,3
傲一天和尚撞一天鐘,5
不值一顧,5
委屈求全,5
依附,5
不通水火,5
不劣方頭,5
逃匿,5
淘神,3
天才論,3
挑眼,3
熾燥,5
吹大氣,7
存十一於千百,5
寸長尺短,5
大逆無道,7
大興土木,5
帶水拖泥,5
膽喪魂消,9
誕妄不經,5
倒因爲果,5
道西說東,5
雕心鷹爪,7
彫蟲小技,5
雕蟲薄技,5
調脣弄舌,5
跌腳捶胸,5
鰈離鶼背,5
丟盔拋甲,5
東窗事犯,5
花樣,5
壞處,3
黃毛丫頭,1
鶻突,6
刺激性毒劑,7
粗腿病,7
大國主義,5
目光如豆,7
視而不見，聽而不聞,9
豆重榆瞑,7
精疲力竭,7
春露秋霜,7
隻雞絮酒,7
白日做夢,7
百辭莫辯,7
鬱鬱寡歡,7
大惑不解,7
歸心如箭,7
一鍬掘個井,7
靦顏人世,7
少壯不努力，老大徒傷悲,9
內視反聽,7
何去何從,7
乘興而來,7
癇入骨髓,9
報應,7
暴洪,7
悲觀主義,7
背約,5
崩落,5
匕首,5
斃命,5
貶謫,7
下藥,5
顯擺,3
現形,3
喪偶,7
掃墓,5
森然,7
潸然,3
傷兵,3
傷員,3
嫁禍,5
賤人,5
偏鄉僻壤,5
飄茵墮溷,3
貧嘴惡舌,5
破玩意兒,3
奇談怪論,3
騎揚州鶴,5
棋輸先著,3
杞國之憂,5
棄好背盟,5
錢可通神,9
遺毒,7
應卯,5
暈池,5
災患,9
糟害,7
憎稱,7
腹背受敵,7
生死存亡,9
覆巢無完卵,7
水火兵蟲,7
龜毛兔角,7
奔走呼號,5
人地生疏　,5
末學膚受　,5
窮山惡水,7
懸崖峭壁,7
千山萬水,7
咫尺千里,7
千迴百轉,5
不義之財,7
輕於鴻毛,7
千迴百折,7
曠日持久,7
布氏桿菌病,7
殘局,5
插嘴,7
攙雜,7
鷹瞵虎視,5
營營苟苟,5
遊蜂浪蝶,5
遊手偷閒,5
有聲無氣,5
魚目混珍,7
逾牆鑽蠙,7
愚夫愚婦,5
鳶肩豺目,5
各持己見,5
土崩瓦解,7
不分皁白,5
少不更事,5
有限不識泰山,5
庸懦無能,5
不識時務,3
擠眉弄眼,3
聲嘶力竭,5
步履維艱,5
有天沒日,7
充耳不聞,5
舒頭探腦,3
洞燭其奸,5
袖手旁觀,3
隻字不提,3
坐觀成敗,3
不足齒數,5
冰山難靠,5
杜門卻掃,5
撩蜂剔蠍,9
另眼看待,3
流汗浹背,7
柳眉倒豎,7
龍門點額,7
龍睜虎眼,7
龍陽泣魚,7
龍蟠鳳翥,7
漏洩春光,3
魯斤燕削,3
鹿死不擇音,3
鸞孤鳳寡,5
亂頭粗服,3
論資排輩,1
捰袖揎拳,5
麻痺不仁,7
馬耳東風,3
馬勃牛溲,9
買上告下,7
買鐵思金,7
賣男鬻女,7
賣空買空,3
埋頭顧影,5
滿目淒涼,7
漫天開價,5
盲翁捫籥,5
毛髮聳然,9
貌是情非,1
沒裏沒外,1
昧己瞞心,7
門單戶薄,7
迷而不返,9
迷魂奪魄,3
靡衣媮食,7
柔筋脆骨,5
如蹈湯火,5
乳臭未乾,5
入地無門,5
枘鑿方圓,5
灑灑瀟瀟,5
三尸五鬼,5
喪膽遊魂,5
山中無好漢，猢猻稱霸王,5
傷心疾首,5
少言寡語,5
捨近務遠,5
射魚指天,5
身敗名隳,5
身微力薄,5
深文巧詆,5
深惡痛疾,5
神不守舍,5
神情不屬,5
神魂盪颺,5
神頭鬼面,5
失之千里，差若毫釐,5
失張失致,5
失驚倒怪,5
刮地皮,3
管見,4
吞沒,5
託派,5
玩弄,5
亡國奴,5
微辭,5
跼天促地,5
踽踽獨行,7
倦尾赤色,9
橛守成規,3
恐後爭先,5
口似懸河,3
枯株朽木,7
鄶下無譏,3
狂朋怪侶,9
拉三扯四,5
狼吃襆頭,7
狼突鴟張,9
狼艱狽蹶,5
勞師糜餉,3
樂昌破鏡,7
樂極悲來,5
樂禍幸災,7
離鄉別井,9
醴酒不設,3
利令志惛,7
連明連夜,5
連宵徹曙,5
連篇絫幅,3
斂怨求媚,7
臉黃肌瘦,3
兩頭和番,7
自怨自艾,7
死而無侮,7
全無心肝,7
狗嘴裏吐不出象牙,3
青蠅點素,7
抗塵走俗,7
見豕負塗,5
見風轉篷,5
見錢眼紅,5
江山易改，稟性難移,5
將天就地,5
驕生慣養,5
膠柱調瑟,5
焦眉皺眼,5
角戶分門,5
詰曲聱牙,5
桀驁不恭,5
今月古月,5
金釵換酒,5
進退失圖,5
進退首鼠,5
進退無措,5
驚心裂膽,5
驚弦之鳥,5
驚惶無措,5
驚羣動衆,5
井底鳴蛙,5
敬小慎微,5
靖言庸回,5
鏡裏採花,5
鳩僭鵲巢,5
久束溼薪,5
酒病花愁,5
鷙狠狼戾,1
重氣輕生,7
侜張爲幻,7
逐近棄遠,5
助桀爲暴,7
祝不勝詛,5
抓破臉子,5
轉喉觸諱,7
追趨逐耆,5
贅食太倉,7
捉衿肘見,7
鄒纓齊紫,5
作法自弊,7
坐地自劃,5
做神做鬼,5
鑿骨搗髓,7
亂倫,5
麻煩,7
爲虎作張,7
碌碌無奇,5
心懷叵測,3
上樓去梯,7
無所不用其極度,9
虎視眈眈,5
一蛇兩頭,9
五毒懼全,9
虛倩假意,9
瞞心昧己,7
炫玉賈石,9
人模人樣,5
裝怯作勇,9
威迫利誘,9
衣繡晝行,9
恣行無忌,9
貪夫徇財,9
一漿十餅,3
眼皮子薄,5
坐享其成,9
這山望着那山高,9
送往迎來,1
俗下文字,5
隋珠彈雀,7
隨俗沈浮,7
隨聲吠影,7
碎瓦穨垣,5
貪生惡死,9
貪慾無厭,7
談過其實,7
忐上忑下,7
探頭縮腦,3
堂皇冠冕,7
討流溯源,7
天年不齊,7
天奪之年,9
添枝增葉,7
恬不知愧,7
挑茶斡刺,7
同牀各夢,7
同惡共濟,7
偷香竊玉,7
頭上著頭,7
頭稍自領,5
頭會箕斂,7
豆萁燃豆,5
毒魔狠怪,7
遁天妄行,7
阿黨比周,5
惡籍盈指,9
煩文縟禮,5
放刁撒潑,5
飛殃走禍,5
飛謀釣謗,5
肥腸滿腦,5
分文不直,9
分毫不值,9
焚林而狩,5
焚琴鬻鶴,7
狠心,5
糊塗蟲,5
瞪眼,7
堤防,3
底下人,1
誇示,3
哭哭啼啼,7
虧欠,7
困境,7
炮筒子,4
陪綁,6
蓬蓬,6
潑剌,7
贅瘤,7
戕身伐命,5
強弩末矢,7
強鳧變鶴,8
敲冰索火,6
喬文假醋,6
巧語花言,5
輕薄無行,5
曲意奉迎,5
鵲巢鳩踞,6
強告化,7
搶奪,7
喜新厭故,5
衒玉求售,3
橡飯菁羹,5
鴞鳴鼠暴,7
小題大作,7
效顰學步,5
挾細拿粗,5
心如刀鋸,5
心神恍惚,5
心慌撩亂,7
心辣手狠,7
心膽俱碎,9
耍嘴皮子,5
臭乎乎,7
攢鋒聚鏑,7
寸木岑樓,5
寸蹄尺縑,5
大人先生,5
大呼小喝,5
大煞風趣,7
呆如木雞,5
擔雪填井,5
膽小如鼷,5
膽戰心慌,7
淡而不厭,5
黨同妒異,5
倒三顛四,5
道旁苦李,5
雕蟲末技,5
釣名欺世,5
調嘴學舌,5
丟魂喪膽,7
東閃西挪,5
東滾西爬,5
逃遁,5
逃逸,5
跳腳,9
跼高天蹐厚地,5
拒虎進狼,5
鐫空妄實,5
撧耳頓足,7
抉目吳門,7
嚼穿齦血,9
開柙出虎,7
豈有是理,7
慷慨激烈,7
課語訛言,5
摳心挖血,3
口呆目鈍,9
口輕舌薄,7
枯朽之餘,7
枯魚銜索,5
刳胎焚夭,9
狂蜂浪蝶,7
來鴻去燕,3
爛醉如泥,7
狼吞虎噬,9
狼煙大話,7
狼蟲虎豹,9
浪蝶狂蜂,5
樂新厭舊,5
擂天倒地,7
楞手楞腳,3
離本趣末,3
離鄉背井,9
黎庶塗炭,9
力竭聲嘶,9
連明徹夜,5
連章累牘,5
連編累牘,3
兩敗俱傷,3
撩火加油,5
惡居下流,7
認賊爲子,7
搖尾乞伶,7
深文周納,5
竊案,7
侵漁,7
清君側,5
請降,7
耍無賴,5
析辨詭詞,7
蹊田奪牛,7
洗垢求瘢,5
柙虎樊熊,5
鮮衣良馬,5
閒花埜草,5
涎眉鄧眼,7
嫌好道歉,5
現鐘不打,3
銷神流志,7
邪魔怪道,7
心喬意怯,7
心慵意懶,7
興訛造訕,9
披毛求瑕,1
琵琶胡語,3
片甲不留,1
飄籓墜溷,3
七首八腳,5
騎鶴上維揚,5
啓瞶振聾,7
氣充志驕,7
氣消膽奪,9
泣不可仰,9
牽衣肘見,7
磨折,5
木然,3
豬玀,9
主使,7
蛀齒,6
矮人看場,5
愛鶴失衆,5
暗箭難防,5
傲世輕物,5
扒高踩低,5
跋扈恣睢,5
敗德辱行,5
敗國亡家,5
半死半生,5
幫閒鑽懶,5
鮑魚之次,5
卑鄙齷齪,5
杯羹之讓,5
背義負信,5
背盟敗約,5
重義輕生,7
譸張變眩,7
逐末忘本,7
逐宕失返,7
逐影吠聲,7
主少國疑,5
煮鶴焚琴,7
杼柚其空,5
抓破臉皮,5
追歡作樂,5
捉班做勢,5
擢筋割骨,7
足不出門,5
足尺加二,5
鑽天打洞,7
嘴快舌長,5
左支右調,5
左書右息,5
作浪興風,5
坐而待斃,5
辜恩背義,7
起火打劫,7
鄙吝復萌,5
裙屐少年,7
鑑貌辨色,3
如狼牧羊,7
天理難容,9
鼠牙雀角,7
酸文假醋,3
富貴驕人,5
勸百諷一,9
茹柔吐剛,9
羊狠狼貪,9
不敢越雷池一步,5
見異思迂,9
聞風而逃,5
見小闇大,5
見風使船,5
見彈求鴞,5
賤目貴耳,5
江山好改，秉性難移,5
江淹夢筆,5
漿酒藿肉,5
澆醇散樸,5
驕奢淫佚,5
焦眉苦臉,5
燋頭爛額,5
桀傲不恭,5
截脛剖心,5
解衣抱火,5
借公行私,5
進寸退尺,5
進退失所,5
進退兩端,5
進退無所,5
進退維亟,5
晉惠聞蛙,5
驚心駭神,5
驚慌失色,5
驚魂攝魄,5
鏡花水月,5
鳩居鵲巢,5
九關虎豹,5
酒甕飯囊,5
局地扣天,5
亂葬崗子,4
賣狗皮膏藥,5
涕零如雨,9
尋死覓活,7
食不果腹,7
酩酊大醉,7
行成於思,7
睹物思人,7
人亡物在,7
不堪回首,7
南柯一夢,7
當斷不斷，反受其亂,7
巧婦難無火之炊,7
無從措手,7
不堪其憂,7
廢書而嘆,7
不知高低,7
將信將疑,7
感情用事,7
高擡貴手,5
不期而然,7
一朝之忿,9
怨氣滿腹,9
無腸可斷,9
黯然傷神,9
熱淚盈眶,9
抱粗腿,7
暴君政治,5
備不住,7
被告,5
崩症,7
闢謠,7
避忌,7
鞭笞,5
東橫西倒,5
毒蛇猛獸,7
獨行獨斷,5
對牛鼓簧,5
多一事不如少一事,3
阿世媚俗,5
惡貫已盈,9
翻黃倒皁,5
反裘負薪,5
飯囊酒甕,5
放僻淫佚,7
分星撥兩,5
風言影語,3
核訛詐政策,5
黑不溜秋,3
紅不棱登,3
胡攪,5
花不棱登,3
調情,5
劣種,5
涎着臉,5
現行,3
散夥,5
喪家,7
掃蕩,7
沙文主義,5
芟荑,5
傷逝,5
上吊,7
上刑,5
跑龍套,6
捧場,6
劈臉,7
烈火烹油,7
凜若秋霜,5
流言混話,7
六神不安,9
鹵莽滅裂,7
魯魚陶陰,1
露影藏形,5
亂作胡爲,7
論高寡合,5
攞袖揎拳,5
驢鳴犬吠,7
屢次三番,1
履霜之戒,7
馬角烏頭,5
馬瘦毛長,3
買笑追歡,7
賣兒鬻女,7
賣富差貧,7
謾辭譁說,5
忙中有失,7
毛骨竦然,9
貿首之讎,7
沒法奈何,5
沒頭沒臉,5
門可張羅,7
門殫戶盡,9
夢想顛倒,7
迷金醉紙,7
迷離惝恍,5
胡行亂爲,7
胡猜亂想,5
胡謅亂說,5
鶻崙吞棗,5
譁世取寵,7
淮王雞狗,5
回光反照,5
混水摸魚,5
擊排冒沒,5
機關用盡,7
雞飛狗叫,7
極武窮兵,5
堅額健舌,5
孤立無助,7
孤兒寡婦,7
孤儔寡匹,5
穀賤傷農,5
骨瘦形銷,7
鼓脣咋舌,5
故弄虛玄,5
顧小失大,5
刮垢磨光,5
官偪民反,7
貫盈惡稔,9
詭言浮說,5
鬼泣神號,9
鬼哭天愁,9
鬼哭狼嗥,9
鬼瞰高明,5
貴古賤今,5
駭人視聽,7
邯鄲學步,5
寒心消志,5
毫釐千里,7
黑地昏天,9
橫三豎四,5
橫挑鼻子豎挑眼,5
橫衝直闖,5
橫禍飛災,5
鴻鳦滿紙,5
侯門似海,5
厚味臘毒,7
呼牛作馬,7
狐兔之悲,7
狐裘蒙茸,5
實證主義,5
事務主義,5
交際花,7
教條主義,7
僞君子,7
徒託空言,5
頹垣敗井,9
吞風飲雨,7
屯街塞巷,5
託諸空言,5
唾壺擊缺,7
瓦解冰泮,9
歪打正着,7
外厲內荏,7
剜肉生瘡,7
玩日愒時,7
頑父嚚母,7
亡不旋踵,7
亡國之器,7
枉尺直尋,7
枉費心力,7
望風而靡,7
威風掃地,7
爲蛇添足,7
爲人作嫁,7
爲叢驅雀,9
帷薄不修,9
惟日爲歲,9
未成一簣,9
未達一間,9
偎慵墮懶,7
文身斷髮,7
問舍求田,7
握拳透掌,9
烏集之交,7
無了無休,7
無形之罪,9
無所措手,9
無故呻吟,7
無計奈何,7
鐵腕,5
停業,5
捅婁子,7
土包子,7
土司制度,9
腿子,7
十生九死,5
豕分蛇斷,5
使性傍氣,5
屎流屁滾,5
勢窮力屈,5
飾垢掩疵,5
視同秦越,5
逝者如斯,5
手腳無措,5
鼠心狼肺,5
鼠雀之牙,5
鼠竄狗盜,5
數黑論黃,5
束手無措,5
樹倒根摧,5
霜露之感,5
說白道綠,5
司馬昭之心,5
死有餘罪,5
死告活央,5
怠慢,5
搗亂,5
得罪,5
便祕,5
變亂,3
變性,5
婊子,9
瀕危,7
殯葬,5
兵火,5
病毒,5
病號,3
病原蟲,5
不克,3
不佞,5
不韙,7
不行,7
鄉願,5
小綹,3
申雪,7
滲入,3
生變,5
失歡,5
失戀,7
失去,5
失守,5
絞手,7
桀黠,7
藉口,5
鬧鬨,5
泥腿,5
蠅蠅,5
悠繆,9
右派,7
餘孽,9
窳劣,7
唱反調,7
超經濟剝削,5
懲辦,7
吃不上,7
吃教,5
播糠眯目,5
不伏燒埋,5
不直一錢,5
不知就裏,5
不經之說,5
不曉世務,5
不避湯火,5
不識東家,5
操之過切,5
讒口鑠金,5
倡情冶思,5
雲心水性,5
贓官污吏,5
澡垢索疵,3
躁言醜句,5
賊眉賊眼,5
詐奸不及,7
詹言曲說,3
招是生非,5
遮三瞞四,3
政以賄成,5
執文害意,5
植黨自私,5
指皁爲白,5
指親託故,5
明來暗往,5
拿三搬四,6
泥豬瓦狗,5
逆道亂常,6
鳥哭猿啼,7
尿流屁滾,7
駑馬戀棧豆,5
拍馬溜鬚,5
旁門外道,6
獅子大開口,5
十病九痛,5
拾人唾涕,5
食不充腸,5
食不遑味,5
使心彆氣,5
飾非掩過,5
視同兒戲,5
視爲兒戲,5
室如懸罄,5
適情任欲,5
手高眼低,5
守闕抱殘,5
獸困則噬,5
鼠肚雞腸,5
鼠腹雞腸,5
鼠首僨事,5
束手待死,5
束手就斃,5
束椽爲柱,5
霜凋夏綠,5
水中捉月,5
順我者昌，逆我者亡,5
說黃道黑,5
死求白賴,5
孤行一意,9
孤恩負義,9
孤懸客寄,5
骨肉相殘,7
鼓舌掀簧,5
鼓睛暴眼,7
故作玄虛,5
顧而言他,5
顧影弄姿,5
怪形怪狀,5
冠上加冠,5
規行矩止,5
鬼泣神嚎,9
鬼哭神嚎,9
鬼蜮伎倆,9
貴人多忘事,5
貴遠鄙近,5
咳聲嘆氣,5
駭心動目,9
酣歌醉舞,5
韓壽分香,5
好色之徒,7
河東獅子,5
黑漆皮燈,5
橫行直撞,5
橫殃飛禍,7
橫賦暴斂,7
鴻隱鳳伏,5
呼天叫地,9
狐不二雄,9
狐唱梟和,5
狐鳴魚書,5
戶天胡帝,7
矢口,5
收攏,5
胡言亂道,5
胡說白道,5
怙過不悛,9
話長說短,5
誨爾諄諄，聽我藐藐,5
渾渾沌沌,5
雞犬昇天,7
雞腸狗肚,9
及賓有魚,5
急功近名,5
假虎張威,5
哈巴狗,7
好好先生,3
活地獄,5
蕩析離居,5
草行露宿,5
吹簫乞食,5
眉睫之禍,5
科頭跣足,5
把頭,5
罷免,5
圖作不軌,7
吞舟漏網,9
吞聲飲恨,7
託公報私,7
挖肉補瘡,9
歪八豎八,7
刓方爲圓,7
玩歲愒日,7
晚節不終,7
亡國之社,7
亡猿災木,7
枉口誑舌,7
枉突徙薪,7
枉矯過激,7
忘情負義,7
望岫息心,7
望洋而嘆,7
望塵奔北,7
威刑肅物,7
爲法自弊,7
爲淵驅魚，爲叢驅爵,9
違害就利,7
唯所欲爲,7
惟所欲爲,9
未風先雨,7
味如嚼蠟,7
魏鵲無枝,7
文過其實,7
甕盡杯乾,7
嗚呼噫嘻,7
無人之境,7
無父無君,9
無地自厝,9
無名小輩,7
無如之何,7
無何有之鄉,7
無知妄作,7
無所重輕,7
無風起浪,7
無根之木，無源之水,5
無容身之地,7
無惡不造,9
丟面子,7
毒物,9
眼睜睜,5
老饕,3
檑木,5
累累,7
冷宮,5
棄婦,6
相驚伯有,7
恐慌萬狀,7
伈伈睍睍,8
討人嫌,8
舌敝耳聾,8
嬉笑怒罵,6
聚訟紛紜,7
啞子吃黃連,7
百口莫辯,7
當頭棒喝,7
言歸正傳,7
靦顏事仇,5
面面廝覷,4
明火持杖,7
命蹇時乖,6
木梗之患,7
目空一世,7
目無三尺,5
沐猴衣冠,6
拿腔作調,6
惱羞變怒,6
泥名失實,5
鳥驚魚散,7
弄鬼掉猴,5
攀龍託鳳,6
烹狗藏弓,7
行不從徑,5
朽木難彫,7
言清行濁,7
掩耳盜鐘,7
鞅鞅不樂,7
搖頭稾腦,7
說閒話,5
私窩子,5
死氣白賴,5
算帳,5
貪髒,5
膚見謭識,5
福善禍淫,5
付諸東流,7
負義忘恩,9
附鳳攀龍,7
高鳥盡良弓藏,7
根蟠節錯,7
公報私讎,5
狗仗官勢,9
狗肺狼心,9
狗彘不如,9
停閉,5
通緝,5
偷閒,5
土皇帝,9
推延,5
人事,5
認罪,7
軟禁,5
私黨,5
私生子,5
貪污犯,5
腸傷寒,5
唱獨角戲,5
超重,5
沉迷,5
吃不服,7
弩鈍,5
寒心酸鼻,7
新仇舊恨,7
脣乾口燥,7
夾槍帶棍,8
泛泛而談,7
人言籍籍,7
知人論世,7
爭長論短,8
入室操戈,7
空話連篇,7
淫辭邪說,8
辭不達意,8
南腔北調,6
違心之論,7
避涼附炎,5
表裏爲奸,5
捕影繫風,5
不知利害,5
不脩邊幅,5
不僧不俗,5
不手藥,5
不識起倒,5
拆東補西,5
攙行奪市,5
巴結,5
霸主,5
半衰期,5
幫腔,5
棒喝,5
興味素然,5
長安居大不易,5
咫尺之功,3
猿鶴蟲沙,5
蟬腹龜腸,5
裘弊金盡,5
一無長物,5
猢猻入袋,5
巢毀卵破,5
悶葫蘆,1
夠受的,6
扁桃體炎,5
變動,5
變色龍,5
擯除,5
冰涼,5
兵器,3
病案,5
病房,5
病魔,7
病院,5
波折,5
駁回,5
簸盪,5
不迭,5
不遑,7
不利,5
不是話,7
浮石沈木,5
浮筆浪墨,5
負才任氣,7
負德背義,9
附影附聲,7
肝髓流野,9
高談大論,7
膏脣拭舌,7
隔皮斷貨,7
狗行狼心,9
狗偷鼠竊,7
沽名吊譽,7
斜路,5
身後,7
昇天,7
生前,5
失敬,5
失陪,5
失勢,3
失業,5
栽誣,9
朝不某夕,3
卸責,5
刑辱,7
洶洶,7
因緣爲市,7
淫朋狎友,5
引虎拒狼,5
擁篲救火,5
油頭滑面,5
有口無行,5
有負衆望,9
牖中窺日,5
迂談闊論,3
餘食贅行,5
魚目間珠,7
魚爛土崩,7
漁翁之利,5
榆木圪墶,5
與世沈浮,5
雨霾風障,7
託故,5
違心,5
矇昧無知,5
書生氣十足,5
五穀不分,5
飯坑酒囊,7
黔驢之技,5
略識之無,3
不識大體,3
皮相之談,5
只看見樹木，不看見森林,5
雞鶩爭食,5
不可教訓,5
指東畫西,3
東搖西擺,5
就事論事,3
予取於求,5
浮光掠影,5
以意爲之,5
畫地而趨,3
不在其位，不謀其政,5
虛與委蛇,5
半推半就,5
附驥名彰,5
伺瑕抵蠙,5
搜根剔齒,7
隨方逐圓,5
隨風逐浪,7
歲不我與,7
貪慾無藝,7
騰騰兀兀,5
啼天哭地,9
替古人擔憂,5
天之僇民,9
天崩地陷,7
添油熾薪,7
挑三檢四,5
通風討信,7
銅駝草莽,7
偷閒躲靜,5
頭破血出,7
頭痛灸頭，腳痛灸腳,5
黃色音樂,5
黔驢技孤,5
敲骨榨髓,9
禽息鳥視,7
輕薄無禮,5
曲學阿世,7
鵲壘巢鳩,5
惹是招非,3
人生若寄,3
辱身敗名,7
三分像人，七分像鬼,5
三好兩歹,5
三風十愆,7
三期賢佞,5
散兵遊勇,3
殺人如蒿,7
山河易改，本性難移,7
傷言扎語,5
少條失教,5
設心處慮,5
射影含沙,5
深文傅會,5
神不附體,5
神喪膽落,9
失之毫釐，差之千里,5
詩書發冢,5
刺殺,7
催命,9
打擾,5
抱佛腳,5
暴客,7
狹隘,5
下腳貨,3
三花臉,5
掃帚星,5
訕臉,5
已決犯,7
夤緣,7
越級,5
造反,7
百星不如一月,5
不得人心,7
口角春風,5
大水衝了龍王廟　,5
貽笑大方　,5
樗櫟庸材　,5
偷安旦夕,7
查封,5
羼雜,7
用管窺天,5
油頭滑臉,5
遊戲人世,5
有文無行,5
有恃毋恐,7
餘桃啖君,5
魚質龍文,7
魚爛瓦解,7
漁翁得利,5
榆木疙瘩,5
玉食錦衣,5
鬻良雜苦,5
非我族類，其心必異,7
各從其志,3
明珠暗投,7
認奴作郎,5
無志,3
不識之無,5
上不得檯盤,5
求田問舍,5
守株待免,3
躡手躡腳,5
照貓畫虎,3
心中無數,5
金口玉言,3
猶豫,3
猶豫不決,5
按部就班,3
辱國殃民,5
塞耳盜鍾,5
三好兩歉,5
三差兩錯,5
三智五猜,5
三翻四復,5
散言碎語,5
喪天害理,5
傷風敗化,5
上援下推,5
設心積慮,5
神思恍惚,5
神牽鬼制,5
神短氣浮,5
失之毫釐，差以千里,5
失道寡助,5
託陳取消派,5
拖延,5
歪斜,5
違禁,5
跼高蹐厚,7
抉目東門,7
亢心憍氣,3
課嘴撩牙,5
枯形灰心,9
刳脂剔膏,9
狂嫖濫賭,9
瀾倒波隨,3
狼奔兔脫,9
狼猛蜂毒,9
狼顧虎視,5
浪蝶游蜂,5
潦原浸天,3
楞眉橫眼,5
離本徼末,3
連帙累牘,5
憐新棄舊,5
戀酒迷花,5
兩腳書櫥,7
撩雲撥雨,3
惡衣惡食,7
認賊作父,7
搖尾求食,7
淫辭穢語,7
投石下井,7
一鼻孔出氣,5
黃色文學,5
